city,year,land_type,aqi,green_cover_percent,water_quality_index,flood_risk_score,dist_expressway_km,dist_metro_railway_km,near_industrial_zone,avg_price_per_sqft
Pilkhuwa,2022,Commercial,188,14.5,72.9,0.44,23.8,26.1,1,2507.77
Muradnagar,2025,Residential,156,8.2,42.2,0.39,13.9,34.6,1,1812.81
Muradnagar,2023,Residential,184,8.7,74.2,0.33,25.8,32.6,0,2064.66
Sardhana,2020,Mixed-use,155,23.4,70.0,0.64,20.8,41.0,0,1681.42
Sardhana,2016,Commercial,114,22.3,73.0,0.45,25.8,40.6,0,1806.97
Baghpat,2020,Mixed-use,168,19.3,45.2,0.74,35.0,33.3,0,1584.06
Hapur,2022,Residential,143,12.2,64.9,0.37,15.8,30.7,1,1619.84
Hapur,2020,Mixed-use,197,10.5,73.9,0.2,6.8,27.7,0,2180.88
Modinagar,2016,Mixed-use,171,3.7,48.1,0.33,20.7,5.7,0,1872.06
Hapur,2021,Commercial,139,7.6,60.0,0.58,12.2,21.5,1,2097.19
Sardhana,2015,Residential,165,27.2,59.0,0.19,39.2,36.1,0,1072.82
Meerut,2022,Agricultural,164,4.4,50.2,0.33,0.5,3.9,1,458.12
Meerut,2020,Mixed-use,177,8.4,57.4,0.29,0.5,12.3,1,2594.1
Khekra,2015,Residential,106,20.8,67.0,0.49,21.8,49.0,0,1220.38
Modinagar,2016,Agricultural,137,8.9,42.7,0.49,2.8,15.1,1,261.76
Ghaziabad,2015,Agricultural,258,2.6,48.3,0.45,0.5,5.5,1,416.54
Muradnagar,2021,Mixed-use,174,10.5,64.1,0.29,12.0,19.7,1,2148.32
Modinagar,2018,Commercial,189,11.3,36.7,0.24,3.8,15.8,0,2688.59
Hapur,2017,Mixed-use,203,14.4,68.3,0.34,0.5,24.0,1,1604.78
Modinagar,2022,Mixed-use,191,10.1,60.1,0.43,8.1,23.0,1,2180.1
Hapur,2024,Residential,135,12.3,59.8,0.52,21.5,24.9,1,1782.69
Sardhana,2021,Residential,190,19.4,85.3,0.5,24.7,43.1,0,1287.15
Pilkhuwa,2016,Mixed-use,120,21.8,63.3,0.36,11.4,40.4,0,1794.91
Modinagar,2023,Mixed-use,153,16.4,74.6,0.28,19.0,22.3,1,2759.79
Pilkhuwa,2020,Mixed-use,157,11.7,75.3,0.3,21.7,19.9,1,1786.07
Muradnagar,2025,Agricultural,215,10.3,76.2,0.24,15.8,23.8,0,427.77
Sardhana,2020,Commercial,60,22.4,56.3,0.68,28.8,44.6,0,2142.47
Sardhana,2017,Residential,132,23.1,65.6,0.39,52.6,25.4,0,1134.09
Pilkhuwa,2018,Agricultural,157,18.5,54.9,0.44,14.5,26.3,0,276.02
Khekra,2021,Residential,134,24.6,64.4,0.48,4.5,15.7,0,1697.78
Sardhana,2015,Mixed-use,165,26.0,73.4,0.53,27.9,42.6,1,1180.73
Meerut,2021,Commercial,234,4.1,42.4,0.48,2.4,14.9,0,3485.98
Modinagar,2015,Commercial,161,14.2,62.4,0.38,8.6,22.0,0,2525.54
Modinagar,2017,Commercial,134,10.2,62.6,0.4,10.2,6.2,0,2770.2
Ghaziabad,2022,Commercial,123,6.9,48.6,0.16,6.6,9.3,1,6244.98
Muradnagar,2022,Agricultural,139,16.0,53.3,0.43,2.3,16.2,1,359.61
Modinagar,2019,Mixed-use,117,13.2,54.0,0.24,6.8,13.7,1,2136.07
Baghpat,2025,Agricultural,164,28.4,53.9,0.7,14.2,30.9,0,348.63
Baghpat,2018,Mixed-use,159,16.4,75.3,0.58,19.0,33.5,0,1697.79
Ghaziabad,2024,Mixed-use,237,6.2,63.1,0.14,7.2,0.5,0,5770.76
Meerut,2025,Agricultural,154,9.7,67.4,0.38,5.1,9.9,0,619.94
Pilkhuwa,2022,Residential,182,16.6,74.3,0.39,9.1,15.0,0,1944.18
Khekra,2023,Agricultural,176,18.6,75.1,0.33,5.5,44.4,0,326.87
Hapur,2016,Residential,182,7.3,50.9,0.4,1.0,11.8,1,1091.44
Khekra,2017,Commercial,151,18.4,71.3,0.35,10.7,38.9,0,2111.37
Meerut,2019,Commercial,161,13.7,46.7,0.31,0.5,11.9,1,3554.07
Baghpat,2022,Agricultural,185,24.6,67.0,0.57,18.1,39.6,0,310.25
Modinagar,2024,Residential,146,12.1,53.5,0.33,3.8,29.4,1,2210.25
Hapur,2024,Residential,124,15.5,51.5,0.54,12.7,11.6,1,1935.37
Modinagar,2022,Residential,187,8.4,52.5,0.32,0.5,9.1,0,2135.98
Sardhana,2016,Residential,92,24.1,65.0,0.45,21.3,47.9,0,1179.62
Sardhana,2022,Mixed-use,117,25.5,50.1,0.32,33.3,41.3,0,2046.54
Khekra,2016,Residential,109,19.2,78.2,0.47,23.8,26.9,0,1318.52
Modinagar,2023,Mixed-use,140,12.6,64.0,0.48,6.2,19.8,0,3018.03
Meerut,2017,Commercial,183,7.1,46.8,0.36,2.4,8.2,0,3337.62
Muradnagar,2024,Mixed-use,193,11.7,48.4,0.55,12.4,1.7,0,2639.06
Mawana,2021,Mixed-use,141,17.7,70.3,0.7,33.1,49.4,1,1370.56
Khekra,2024,Agricultural,168,14.7,66.0,0.63,18.6,39.4,0,294.09
Muradnagar,2021,Mixed-use,226,17.5,71.4,0.16,4.8,20.7,1,2299.57
Sardhana,2022,Residential,112,22.1,72.9,0.4,26.5,52.8,0,1705.61
Khekra,2025,Residential,204,20.0,63.3,0.45,8.2,15.2,1,1456.26
Mawana,2018,Mixed-use,111,28.7,66.5,0.55,28.7,41.4,0,1505.91
Pilkhuwa,2020,Residential,187,23.3,49.8,0.2,4.3,11.6,0,1732.34
Baghpat,2021,Mixed-use,168,17.0,62.6,0.53,26.6,29.5,0,1866.0
Baghpat,2023,Agricultural,116,24.0,73.2,0.53,21.1,30.0,0,381.7
Mawana,2025,Mixed-use,151,26.6,60.3,0.68,24.6,36.3,0,2036.48
Muradnagar,2015,Residential,174,12.2,60.7,0.4,0.5,5.9,0,1276.36
Meerut,2018,Agricultural,201,9.0,50.3,0.26,0.5,9.3,0,423.27
Baghpat,2025,Residential,162,20.9,60.0,0.49,22.4,26.6,0,1914.33
Meerut,2018,Residential,140,9.6,32.4,0.44,11.8,7.7,0,2184.23
Modinagar,2016,Agricultural,195,9.5,61.6,0.22,6.6,18.2,1,284.83
Modinagar,2024,Agricultural,114,8.5,55.4,0.21,4.6,12.2,1,421.02
Hapur,2022,Mixed-use,240,8.2,39.3,0.44,19.6,13.1,0,2025.21
Muradnagar,2021,Mixed-use,176,3.5,53.6,0.48,11.9,6.8,0,2339.36
Meerut,2017,Agricultural,234,4.6,53.1,0.25,2.6,18.2,1,348.71
Hapur,2022,Mixed-use,227,16.9,75.7,0.75,7.3,3.7,1,1796.07
Baghpat,2023,Mixed-use,155,13.3,56.4,0.37,17.9,21.7,0,2304.73
Mawana,2018,Agricultural,92,34.3,71.8,0.73,28.8,67.1,1,205.6
Ghaziabad,2019,Commercial,248,2.9,55.7,0.17,16.0,23.3,1,4261.82
Baghpat,2019,Agricultural,133,27.5,68.3,0.8,30.8,23.9,1,264.75
Ghaziabad,2017,Agricultural,253,8.7,49.9,0.22,9.0,8.3,0,557.24
Mawana,2021,Mixed-use,127,29.6,75.5,0.59,33.6,54.0,0,1814.9
Pilkhuwa,2023,Residential,124,7.5,37.1,0.47,9.7,31.5,1,1621.28
Ghaziabad,2022,Residential,167,4.1,44.6,0.24,8.4,0.5,1,3381.82
